Name,Type,Website,Location,City,Hours,Comments,How to Help This Business,Dine-In,Outdoor Dining,Outdoor Recreation,Outdoor Retail,Outdoor Services,Gift Cards,Delivery,Take-Out,Order Online,NoCoNosh,DoorDash,GrubHub,Postmates,Bottles,Cans,Crowlers,Growlers,Product Options,Availability,meta_row_index,meta_row_id,GPS Location
Elevation 5003,Brewery,http://www.elevation5003.com/,2601 S Lemay Ave #8,Fort Collins,,Offering Cocktails & Bottles to go,,,,,,,true,,true,,,,,,true,,true,,"Bottles, Crowlers, Gift Cards",Take-Out,124,b631bf549a62c8d2267ae8a39bbb31eaa5daea32,POINT (-105.057988 40.550709)
Kendal technology Services,Business & Professional,,,Fort Collins,,Contact us at 970-310-1777. Open for business.,,,,,,,,,,,,,,,,,,,,,225,ee5117a101b6a5bb185928e968864d080ba89d8e,POINT (-105.082459 40.588972)
Rally King Brewing,Restaurant/Bar,http://www.RallyKingBrewing.com,1624 S Lemay Ave #4,Fort Collins,12pm-8pm Every Day,"Open 2-7pm daily. Growler fills, 6 packs, and 12oz bottles available. Gift cards and merch also available for sale. Limited to go snacks menu also available.","Please rate us on Google, follow us on our Instagram and Facebook pages @rallykingbrewing, and utilize our extensive to go options! You can find our online ordering site through our website!",,true,,,,true,,true,true,,,,,true,true,true,true,"Bottles, Cans, Crowlers, Gift Cards, Growlers","Order Online, Outdoor Dining, Take-Out",340,78067e06b5323aa501db91b4242de60a6172b807,POINT (-105.057914 40.565896)
Collins Communications,"Construction, Trades & Landscaping",http://www.collinscomm.org,101 N. Link Lane #1,Fort Collins,8 am - 5 pm,,How to help this business:,,,,,,,,,,,,,,,,,,,,77,45e24a3cd4de10ddbc00dabd0f7be26f447e90fc,POINT (-105.04957 40.58684)
Iconic Digital Studios,Business & Professional,,,Fort Collins,,"Contact us at 970-215-4708. Leading Fort Collins Video Production and Marketing Company.  You can contact us during normal business hours via phone, or by completing the information request form at our website https://iconicdigitalstudios.com/contact/",,,,,,,,,,,,,,,,,,,,,193,781f8a20c51bfcf6a727bbf55aa390bcab1327d8,POINT (-105.082459 40.588972)
Wolverine Farm Letterpress & Publick House,Restaurant/Bar,http://www.wolverinefarm.org,316 Willow Street,Fort Collins,M-Sat 11am-8pm Sunday 12-4pm,,"1) Visit our Little Zurich Market, a magical outdoor holiday market featuring local makers, music, poetry, art, mulled wine, hot cider, candle dipping and more! Every Thursday-Saturday 4pm-8pm and Sunday 12-4pm through the end of the year. See our website for more information and to make a candle dipping reservation: www.wolverinefarm.org. To be involved, please email chelsea@wolverinefarm.org. 2) Become a monthly member of Wolverine Farm through our Patreon Campaign at www.patreon.com/wolverinefarm.  3) Feel free to donate to Wolverine Farm from our website, or buy a gift gift card for yourself and your friends at www.wolverinefarm.org/shop.",,true,,,,true,,true,,,,,,,,,,Gift Cards,"Outdoor Dining, Take-Out",477,dc30467cd26bd8acd6ebb49103a61347b0967c58,POINT (-105.073462 40.59056300000001)
Jay's Bistro,Restaurant/Bar,https://jaysbistro.com/,135 W Oak St,Fort Collins,See website,Contact us at 970-482-1876. We are now offering dine in along with our heated patio (weather permitting) and takeout. Open 4pm-9pm everyday. For takeout call 970.482.1876 or for delivery use our friends at Noco Nosh.,,,,,,,true,true,true,,,,,,,,,,Gift Cards,"Delivery, Take-Out",212,c7657e037d63cd7f03f8ec1d251f0b8953339d2f,POINT (-105.078181 40.585638)
Crumbl Cookies,Restaurant/Bar,https://crumblcookies.com/index.html,3300 S College Ave Ste 120,Fort Collins,"Mon - Thurs: 8am - 10pm, Fri - Sat: 8am - 12am","720-727-1058, Pick up, delivery, online ordering",,,,,,,,,,,,,,,,,,,,,96,ca72a7c8dc11d1a07dfd722ded1b759eea67ae23,POINT (-105.07696 40.541737)
Sushi Jeju,Restaurant/Bar,http://www.sushijejufoco.com/,238 S college,Fort Collins,Mon - Fri (lunch11:00 am to 2:30 pm  Mon - Fri (closed)2:30 pm to 5:00 pm  Mon - Thu(dinner)5:00 pm to 9:30 pm  Fri(dinner)5:00 pm to 10:00 pm  Sat: 12:00 pm to 10:00 pm  Sun:12:00 pm to 8:30 pm,,How to help this business:,,true,,,,,,,,,,,,,,,,,Outdoor Dining,394,74b7a53ea675b1353051d6b6168d94c7a21ae2e2,POINT (-105.076932 40.584443)
Visit Fort Collins,,,1 Old Town Square Suite 107,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,458,f5ed5474003f844eeca026b3421ed447267e8ad7,POINT (-105.075912 40.587597)
Green Environmental Maintenance,Business & Professional,,458 S Link Ln,Fort Collins,,Contact us at 970-786-5868. We can help you protect your environment from COVID-19 for 30-90 days with one protective application. We can provide in-person quotes or over the phone estimates,,,,,,,,,,,,,,,,,,,,,173,2d501faf73df9a518f60375f06c04f7a41f3eef1,POINT (-105.050167 40.582442)
American Air Heating and Air Conditioning,Business & Professional,,"561 E Garden Dr, Unit F",Windsor,,"Contact us at 970-484-0400. We are open & taking precautions to ensure the safety and health of our employees & customers. Please don't hesitate to call us if you have any questions. Whether you're having a heating or cooling emergency or you're just looking to improve energy efficiency and lower your monthly bills, our NATE-certified Fort Collins HVAC technicians are here to help. We offer free estimates for installations, financing options, and multiple rebate offers. Call us at (970) 400-1096 or fill out the form below to schedule service",,,,,,,,,,,,,,,,,,,,,13,5477c3655e3ccf7d2864cc59eda81825c6071aec,POINT (-104.884692 40.472502)
"Essentially Intentional, LLC,",Business & Professional,,"2409 Gooseberry Ln, 105",Fort Collins,,Contact us at 724-413-5956. Providing QuickBooks Online Bookkeeping Services. We are open and ready to help all Fort Collins Small Business Owners get caught up on outstanding bookkeeping tasks during this social distancing time. We are set up completely virtually so contact us now!,,,,,,,,,,,,,,,,,,,,,129,3decefdf54d931e53f01b3b4be52d722c9002da2,
Bondi Bar,Restaurant/Bar,http://www.bondibar.com/,11 Old Town Square,Fort Collins,W-F: 5p-2a Sa: 12p-2a Su: 10:30a-2a,,We need love and support from our community in numerous ways at this time.,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",41,0238ee002c5b0096e721d3c5cbb2e80b64808fd8,POINT (-105.075568 40.587848)
Simmer Fort Collins,Restaurant/Bar,,2519 S. Shields St. #1f,Fort Collins,,"Contact us at 970-893-2837. Dining Room,  Patie, and Curbside Pick up Available. Mon - Sat 11:30am to 9pm. Sun 11:30am to 8pm  Three ways to order Call (970)893-2817, Online with link above, Delivery from NOCO Nosh",,,,,,,,,,,,,,,,,,,,,372,2242484250defce677ae0b8f64a0f144d5faf77a,POINT (-105.096136 40.552835)
FC Public Media,Business & Professional,http://www.fcpublicmedia.org,200 Mathews Street,Fort Collins,"9-5 T+Th, 9-2 W+F",,"Check out our programming on Ch.97 Comcast, Ch.22 Connexion and check out the website to get involved in your local television station. Follow us on social media - Instagram: @fcpublicmedia & Facebook: FC Public Media",,,,,,,,,,,,,,,,,,,,134,bd0d6f834b0058805092cf133f9db635755a0572,POINT (-105.074059 40.585592)
Citizen Printing,Business & Professional,,,Fort Collins,,Contact us at 970-482-2537. Open for business! Full service printing from concept to delivery! Monday - Friday   7:00am - 4:00pm  or by appointment Offering curbside pickup.,,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",73,10b655f381026d9368efa5a28c583c88152c717f,POINT (-105.082459 40.588972)
Equinox Brewing Company,Restaurant/Bar,http://equinoxbrewing.com/,133 Remington,Fort Collins,2pm-6pm,2-5 prefilled growlers. Call ahead for specailty fills (see website).,Consider purchasing a Crowler online for pickup!,,true,,,,true,,true,true,,,,,,,true,,"Crowlers, Gift Cards","Order Online, Outdoor Dining, Take-Out",128,ca9cb8f00b683ce93dee1b1d0019961cde1309a3,POINT (-105.07551900000001 40.58631)
Red Lobster,Restaurant/Bar,http://www.redlobster.com,3301 S College Ave,Fort Collins,,,,,,,,,,true,,,,true,true,true,,,,,,"Delivery, DoorDash, GrubHub, Postmates",344,d5e6c26b67369fad3c00e2b26072208b252df711,POINT (-105.077154 40.542088)
Life's a Buch,Restaurant/Bar,http://www.lifesabuch.com,1800 E. Lincoln Ave Unit D,Fort Collins,See website,Contact us at 719-429-4628. Now offering pick-up or home delivery with focomarket.com,,,,,,,,true,true,,,,,,true,,true,,"Bottles, Crowlers","Delivery, Take-Out",237,b1d8342931f2bf7d9c2572f147e528b6025399bb,POINT (-105.045145 40.584146)
Dandelions & Rust,Retail,http://Www.dandelionsandrust.com,1220 S. College Ave,Fort Collins,,We will be continuing our outdoor markets throughout the winter! Check in with us for dates!,"Please remember to shop small this holiday season. We represent 30 local artists in our store. We offer gift cards, local pick up/delivery, and a small selection of items for sale via our website.  Follow us on FB and insta and share us with a friend. Thank you!",,,,true,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online, Outdoor Retail",105,a1596eb74cd733f39435734102b42964172a2401,POINT (-105.076957 40.571282)
LongHorn Steakhouse,Restaurant/Bar,,3450 S College Ave,Fort Collins,,"Contact us at 970-377-1375. We are open for Dine-in, Curbside pick up, and online ordering to go! Please call or order online at LongHornSteakhouse.com to place your order. We are currently open Friday - Saturday 11 a.m. to 11 p.m. and Sunday- Thursday from 11 a.m. to 10 p.m.",,,,,,,,,true,true,,,,,,,,,,"Order Online, Take-Out",244,0c28ec814687b68c860cadbc2116413d3042f1c4,POINT (-105.076979 40.540539)
A&J Antique Mall,Retail,http://www.ajantiques.com,6012 S. College Ave.,Fort Collins,Daily 10am - 6pm,,"Please rate, like, follow us on Facebook, Instagram and other social media. https://www.facebook.com/A-J-Antiques-201795639864507/",,,,,,true,,,,,,,,,,,,Gift Cards,,2,03519742613fa0f606c7fa60a657ddd41078ce8d,POINT (-105.077364 40.502644)
Meraki Yoga Studio,Entertainment & Recreation,http://www.merakiyogastudio.com,2620 S Timberline Road #110,Fort Collins,"varies daily, open 7 days a week",,1) Purchase a gift card 2) Purchase a class pass for yourself or a friend 3) rate us online and tell a friend about us,,,,,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online",266,d9d5ed948ee6e86f0da87547bb29a729d0924b96,POINT (-105.038955 40.55055)
Savory Spice Fort Collins,Retail,http://www.savoryspiceshop.com/colorado/fort-collins,123 N. College Ave.,Fort Collins,"Mon - Thursday, Sat. 10 -6, Friday 10-7, Sunday 11-5",,We are limiting in-store shoppers to 10 at a time.  On-line and curbside pickup work well via online orders or calling us at 970-689-2971.,,,,,,true,,,true,,,,,,,,,Gift Cards,Order Online,361,31552522b8d52dded37c6eda08923090042b5c3b,POINT (-105.077065 40.587826)
"J. Lewis Agency, Farmers Insurance",Business & Professional,,,Fort Collins,,Contact us at 970-422-1620. Open for phone and video meetings.  Offering complimentary insurance reviews.  Call us! 970.422.1620  Website: https://agents.farmers.com/co/fort-collins/jennifer-lewis  Email: jlewis3@farmersagent.com,,,,,,,,,,,,,,,,,,,,,205,8ca45c60c7494143c00aaa80d8c41c62b662c34a,POINT (-105.082459 40.588972)
Peacock's Perch,,,162 S College Ave,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,312,3d71048b786e3adc333ad2d7e2b102efadfc339f,POINT (-105.076923 40.585805)
Tap and Handle,Restaurant/Bar,http://www.tapandhandle.com/,307 S College Ave,Fort Collins,Tues-Sun: 11:30am-10pm,"Contact us at 970-484-1116. Indoor and outdoor dining available. Mon - Fri 11:30 to 10pm, Sat-Sun 11:00 am to 10:00 pm. To place an order for curbside pickup or delivery call (970) 484-1116 or order online! Tap and Handle would like to thank the community for all of the continued support. We could not survive without you. Cheers friends!",How to help this business:,,true,,,,true,true,true,true,,,,,,,,,Gift Cards,"Delivery, Order Online, Outdoor Dining, Take-Out",399,53db31c7d7957f2dc01dd9c6218754f1fe40affb,POINT (-105.077089 40.583799)
Olive Garden,Restaurant/Bar,,3905 S College Ave,Fort Collins,,"Contact us at 970-225-3803. We are open for dine in, delivery, and Carside ToGo. Place an order or join the waitlist at our website.",,,,,,,,true,,,,,,,,,,,,Delivery,299,39864f350b6fcacd35c56557820e23f71f159492,POINT (-105.07717 40.533006)
The Eyes Have It,,,102 W. Mountain Ave.,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,413,5a259b35a8c9f22b8c05a5cfed03d5de96f86738,POINT (-105.077127 40.587108)
The Taco Stop,Restaurant/Bar,http://www.thetacostopfoco.com,6324 S College Ave,Fort Collins,11-7 everyday,,Please like and share our posts on social media @thetacostopfoco.,,,,,,true,true,true,true,true,true,,,,,,,Gift Cards,"Delivery, DoorDash, NoCoNosh, Order Online, Take-Out",426,4f6436cbe55c44f2519c7f7dd73175f17a648b88,POINT (-105.07733900000001 40.497538)
"Thrivent, Prudence Wealth Advisors",Financial,,215 W Oak St Ste 2B,Fort Collins,,Contact us at 970-225-6169. Appointment required * Mask required * Temperature check required * Staff wear masks * Staff get temperature checks * Staff required to disinfect surfaces between visits *,,,,,,,,,,,,,,,,,,,,,431,de9492f28818a1f529f510bfe90de9e6bb26d6da,POINT (-105.079942 40.585629)
Gilded Goat Brewing Company,Restaurant/Bar,http://www.gildedgoatbrewing.com,"3500 S College Ave, #194",Fort Collins,TBD,"Stop by and shop to support a local, family-owned business!","1. Grab some to-go beer, merchandise, and/or a gift card. 2. Follow us on Instagram and Facebook Insta: @gildedgoatbrewingco FB: @gildedgoat  3. Give the gift of craft beer this holiday season.",,true,,,,true,true,true,true,,,,,true,true,true,true,"Bottles, Cans, Crowlers, Gift Cards, Growlers","Delivery, Order Online, Outdoor Dining, Take-Out",166,ddbe8c247cca0a50c114945414d006ce18628df1,POINT (-105.076986 40.539367)
Old Town Athletic Club,,,351 Linden St,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,296,3287bba8eddc073c29c4e0848c9fbab9619d4a15,POINT (-105.073612 40.589529)
Bistro Nautile,Restaurant/Bar,http://www.bistronautile.com/,150 West Oak Street,Fort Collins,Mon - Thurs 4 to 8pm. Fri - Sat 3 to 9pm,,How to help this business:,,true,,,,,,,,,,,,,,,,,Outdoor Dining,32,cbee9cefca2f427830a98a6435fd46ff7ebca816,POINT (-105.078519 40.585635)
Black Bottle Brewery,Restaurant/Bar,http://blackbottlebrewery.com/,1611 S College Ave 1609,Fort Collins,Tuesday-Sunday 12-8pm,Monday & Tuesday:  Closed (until further notice)  Wednesday & Thursday:  12pm - 6pm  Friday & Saturday: 12pm - 7pm  Sunday: 12pm - 6pm,"Please help us make it through COVID. Please buy gift cards, packaged beer and beer and food to go.",,true,,,,true,,true,,true,,,,true,,true,true,"Bottles, Crowlers, Gift Cards, Growlers","NoCoNosh, Outdoor Dining, Take-Out",34,728e1fde1aa724a8df96430b47c4765a6fdbea7c,POINT (-105.077038 40.566333)
Forevergreen Farm Microgreens,,,,Fort Collins,,,,,,,,,,,,,,,,,,,,,,,148,ab58f972cf1257a0959c9e041bda8837d0377d65,POINT (-105.082459 40.588972)
McKee Wellness Foundation,Health & Wellness,,1805 E 18th St #9,Loveland,,Providing essential employees at Banner Health Systems with reimbursement for childcare. Click here for more information and how to donate. https://mckeefoundation.kindful.com/,,,,,,,,,,,,,,,,,,,,,264,5f139760c425089f9f2637c8d458fa79cc0c579e,POINT (-105.050889 40.411004)
Butters Fort Collins,Restaurant/Bar,https://buttersbreakfast.com/,1103 W Elizabeth St,Fort Collins,Sun-Sat: 7am-1:30pm,"Contact us at 970-797-2062. !![?]Open for dine in, takeout, delivery, and curbside pick-up! !![?]Open Mon-Fri 7am-1:30pm, Sat-Sun 7am-2pm Order our delicious  breakfast and brunch options by calling us at 970-797-2062! Or order online at https://buttersfoco.hrpos.heartland.us/menu!!  Order delivery through Noco Nosh!!",,,,,,,,true,true,true,,,,,,,,,,"Delivery, Order Online, Take-Out",45,97dbaa0cb7ce4f7c3f157594920501a6ff02878d,POINT (-105.097083 40.574646)
GELATO & aMORE,Restaurant/Bar,,1720 W Mulberry St,Fort Collins,,"Contact us at 970-568-8855. While Gelato&aMore restaurant is temporarily closed for renovations, we are pleased to announce that you can now order from our new ""Ghost Kitchen"" Menu.",,,,,,,,,,,,,,,,,,,,,161,9dd4a7112750e4e21578e2fd7b6fa894f2773a67,POINT (-105.107146 40.58191)
Neighbor to Neighbor,"Family, Community, and Non-Profit",,,Fort Collins,,"Contact us at 970-484-7498. Working with community partners, municipalities, and the state on a plan to preserve housing for as many Larimer County residents as possible. Click here, if you would like to help prevent homelessness and keep our neighbors in their homes.",,,,,,,,,,,,,,,,,,,,,280,50c633e45dfd37a6189a0c0543550d466de60232,POINT (-105.082459 40.588972)
Chesters Chicken,Restaurant/Bar,http://www.chesters.com,4541 Shields St,Fort Collins,,,,,,,,,,true,,,,true,,true,,,,,,"Delivery, DoorDash, Postmates",64,cb053dc4b335091ff4e682d1f02e852b0ca00251,POINT (-105.096214 40.525335)
Hayven Design,Business & Professional,http://hayvendesign.com/,,Fort Collins,9am-5pm M-F,https://www.instagram.com/hayven_design/,https://www.facebook.com/hayvendesign/,,,,,,true,true,,true,,,,,,,,,Gift Cards,"Delivery, Order Online",180,d498eb5d3e3854d02ecb11b8e952865375bad27b,POINT (-105.082459 40.588972)
Old Town Churn,Restaurant/Bar,,234 N College Ave Suite D,Fort Collins,,Contact us at 970-689-3843. Now open for take-out. Also offering delivery through Grubhub Sun - Thurs 11am to 9pm. Fri & Sat. 11am to 10pm.,,,,,,,,true,true,,,,,,,,,,,"Delivery, Take-Out",297,fe61c7567ebcc57632d447b1f99c32b868140eaf,POINT (-105.07690500000001 40.589767)
Ascent Climbing Studio & Fitness,Entertainment & Recreation,http://www.ascentstudio.com,2150 Joseph Allen Drive,Fort Collins,6am-10pm Monday through Friday | 8am-8pm Saturday and Sunday,,"Buy online gift cards, punch passes, memberships or check out our online store! All great gifts for family and friends. Follow us @ascentstudio",,,,,,true,,,true,,,,,,,,,Gift Cards,Order Online,17,37639904fb7de85c42065d53f8a8a1ea3c7867e2,POINT (-105.041528 40.55924100000001)
UCHealth,Health & Wellness,,1024 S Lemay Ave,Fort Collins,,Contact us at 970-495-7000. In Critical Need of Blood Donations. Individuals are highly encouraged to give blood if healthy. Call ahead.,,,,,,,,,,,,,,,,,,,,,445,d5fc95e37d5430f86bef89fbeacf107c0031bc0c,POINT (-105.05786 40.573724)
